n,model,train_error,test_error
85,random_forest,0.023208333333333334,0.19783333333333333
86,adaboost,0.17783333333333334,0.18833333333333332
86,bagged_trees,0.02325,0.206
86,random_forest,0.02325,0.19616666666666666
87,adaboost,0.17766666666666667,0.18833333333333332
87,bagged_trees,0.02325,0.20666666666666667
87,random_forest,0.023208333333333334,0.19666666666666666
88,adaboost,0.17783333333333334,0.18833333333333332
88,bagged_trees,0.02325,0.20533333333333334
88,random_forest,0.02325,0.1965
89,adaboost,0.17766666666666667,0.18833333333333332
89,bagged_trees,0.023208333333333334,0.20533333333333334
89,random_forest,0.023208333333333334,0.19716666666666666
90,adaboost,0.17783333333333334,0.18833333333333332
90,bagged_trees,0.023208333333333334,0.2055
90,random_forest,0.02325,0.19633333333333333
91,adaboost,0.17766666666666667,0.18833333333333332
91,bagged_trees,0.023166666666666665,0.206
91,random_forest,0.02325,0.1975
92,adaboost,0.17770833333333333,0.1885
92,bagged_trees,0.02325,0.20633333333333334
92,random_forest,0.02325,0.19666666666666666
93,adaboost,0.17758333333333334,0.18833333333333332
93,bagged_trees,0.023166666666666665,0.2065
93,random_forest,0.02325,0.198
94,adaboost,0.177625,0.18833333333333332
94,bagged_trees,0.023208333333333334,0.20583333333333334
94,random_forest,0.02325,0.19733333333333333
95,adaboost,0.17779166666666665,0.18833333333333332
95,bagged_trees,0.023166666666666665,0.20566666666666666
95,random_forest,0.02325,0.1985
96,adaboost,0.17770833333333333,0.18833333333333332
96,bagged_trees,0.023166666666666665,0.2055
96,random_forest,0.02325,0.19816666666666666
97,adaboost,0.17779166666666665,0.18833333333333332
97,bagged_trees,0.023166666666666665,0.20633333333333334
97,random_forest,0.02325,0.19816666666666666
98,adaboost,0.17770833333333333,0.18833333333333332
98,bagged_trees,0.023208333333333334,0.205
98,random_forest,0.02325,0.19683333333333333
99,adaboost,0.17779166666666665,0.18833333333333332
99,bagged_trees,0.023166666666666665,0.20583333333333334
99,random_forest,0.023208333333333334,0.1985
100,adaboost,0.17766666666666667,0.18833333333333332
100,bagged_trees,0.023208333333333334,0.20533333333333334
100,random_forest,0.023333333333333334,0.19833333333333333
101,adaboost,0.17754166666666665,0.18833333333333332
101,bagged_trees,0.023166666666666665,0.20633333333333334
101,random_forest,0.02325,0.19866666666666666
102,adaboost,0.17775,0.18833333333333332
102,bagged_trees,0.023208333333333334,0.20583333333333334
102,random_forest,0.023333333333333334,0.19783333333333333
103,adaboost,0.17741666666666667,0.18833333333333332
103,bagged_trees,0.023166666666666665,0.206
103,random_forest,0.023208333333333334,0.19783333333333333
104,adaboost,0.178,0.18883333333333333
104,bagged_trees,0.023166666666666665,0.20483333333333334
104,random_forest,0.02325,0.19783333333333333
105,adaboost,0.17791666666666667,0.18883333333333333
105,bagged_trees,0.023166666666666665,0.20566666666666666
105,random_forest,0.023208333333333334,0.19816666666666666
106,adaboost,0.177875,0.18816666666666668
106,bagged_trees,0.023166666666666665,0.20566666666666666
106,random_forest,0.023208333333333334,0.198
107,adaboost,0.17795833333333333,0.18866666666666668
107,bagged_trees,0.023166666666666665,0.20583333333333334
107,random_forest,0.023208333333333334,0.19883333333333333
108,adaboost,0.17795833333333333,0.18833333333333332
108,bagged_trees,0.023166666666666665,0.2055
108,random_forest,0.023208333333333334,0.198
109,adaboost,0.17791666666666667,0.18883333333333333
109,bagged_trees,0.023166666666666665,0.20566666666666666
109,random_forest,0.023208333333333334,0.19783333333333333
110,adaboost,0.17783333333333334,0.18833333333333332
110,bagged_trees,0.023166666666666665,0.20466666666666666
110,random_forest,0.023208333333333334,0.19733333333333333
111,adaboost,0.17791666666666667,0.18883333333333333
111,bagged_trees,0.023166666666666665,0.20516666666666666
111,random_forest,0.023208333333333334,0.1975
112,adaboost,0.17783333333333334,0.18833333333333332
112,bagged_trees,0.023166666666666665,0.20516666666666666
112,random_forest,0.023208333333333334,0.19816666666666666
113,adaboost,0.17770833333333333,0.18833333333333332
113,bagged_trees,0.023166666666666665,0.206
113,random_forest,0.023208333333333334,0.1975
114,adaboost,0.17775,0.1885
114,bagged_trees,0.023166666666666665,0.206
114,random_forest,0.023208333333333334,0.1975
115,adaboost,0.17791666666666667,0.18883333333333333
115,bagged_trees,0.023166666666666665,0.206
115,random_forest,0.023208333333333334,0.19766666666666666
116,adaboost,0.17775,0.1885
116,bagged_trees,0.023166666666666665,0.205
116,random_forest,0.023208333333333334,0.19683333333333333
117,adaboost,0.17791666666666667,0.18883333333333333
117,bagged_trees,0.023166666666666665,0.20533333333333334
117,random_forest,0.023208333333333334,0.1975
118,adaboost,0.17775,0.1885
118,bagged_trees,0.023166666666666665,0.20483333333333334
118,random_forest,0.02325,0.1965
119,adaboost,0.17766666666666667,0.18833333333333332
119,bagged_trees,0.023166666666666665,0.20483333333333334
119,random_forest,0.023208333333333334,0.197
120,adaboost,0.17783333333333334,0.1885
120,bagged_trees,0.023166666666666665,0.205
120,random_forest,0.023208333333333334,0.1965
121,adaboost,0.17766666666666667,0.18833333333333332
121,bagged_trees,0.023166666666666665,0.2055
121,random_forest,0.023208333333333334,0.197
122,adaboost,0.17783333333333334,0.1885
122,bagged_trees,0.023166666666666665,0.2045
122,random_forest,0.02325,0.19683333333333333
123,adaboost,0.17766666666666667,0.18833333333333332
123,bagged_trees,0.023166666666666665,0.20483333333333334
123,random_forest,0.023208333333333334,0.19716666666666666
124,adaboost,0.17770833333333333,0.1885
124,bagged_trees,0.023166666666666665,0.205
124,random_forest,0.023208333333333334,0.19616666666666666
125,adaboost,0.17791666666666667,0.18883333333333333
125,bagged_trees,0.023166666666666665,0.20583333333333334
125,random_forest,0.023208333333333334,0.19716666666666666
126,adaboost,0.17770833333333333,0.1885
126,bagged_trees,0.023166666666666665,0.20566666666666666
126,random_forest,0.023208333333333334,0.1965
127,adaboost,0.17791666666666667,0.18883333333333333
127,bagged_trees,0.023166666666666665,0.20533333333333334
127,random_forest,0.023208333333333334,0.19683333333333333
128,adaboost,0.17770833333333333,0.1885
128,bagged_trees,0.023166666666666665,0.20566666666666666
128,random_forest,0.023208333333333334,0.19683333333333333
129,adaboost,0.17766666666666667,0.18833333333333332
129,bagged_trees,0.023166666666666665,0.20583333333333334
129,random_forest,0.023208333333333334,0.1965
130,adaboost,0.17783333333333334,0.1885
130,bagged_trees,0.023166666666666665,0.2055
130,random_forest,0.023208333333333334,0.19616666666666666
131,adaboost,0.17766666666666667,0.18833333333333332
131,bagged_trees,0.023166666666666665,0.20516666666666666
131,random_forest,0.023208333333333334,0.19666666666666666
132,adaboost,0.17770833333333333,0.1885
132,bagged_trees,0.023166666666666665,0.20516666666666666
132,random_forest,0.023208333333333334,0.19616666666666666
133,adaboost,0.17791666666666667,0.18883333333333333
133,bagged_trees,0.023166666666666665,0.20533333333333334
133,random_forest,0.023208333333333334,0.19683333333333333
134,adaboost,0.17770833333333333,0.1885
134,bagged_trees,0.023166666666666665,0.20566666666666666
134,random_forest,0.023208333333333334,0.19616666666666666
135,adaboost,0.17791666666666667,0.18883333333333333
135,bagged_trees,0.023166666666666665,0.20516666666666666
135,random_forest,0.023208333333333334,0.197
136,adaboost,0.17770833333333333,0.1885
136,bagged_trees,0.023166666666666665,0.20483333333333334
136,random_forest,0.023208333333333334,0.19633333333333333
137,adaboost,0.17766666666666667,0.18833333333333332
137,bagged_trees,0.023166666666666665,0.20483333333333334
137,random_forest,0.023208333333333334,0.1965
138,adaboost,0.17795833333333333,0.18883333333333333
138,bagged_trees,0.023166666666666665,0.20566666666666666
138,random_forest,0.023208333333333334,0.196
139,adaboost,0.17779166666666665,0.18883333333333333
139,bagged_trees,0.023166666666666665,0.20566666666666666
139,random_forest,0.023208333333333334,0.1965
140,adaboost,0.178,0.18883333333333333
140,bagged_trees,0.023166666666666665,0.2055
140,random_forest,0.023208333333333334,0.19583333333333333
141,adaboost,0.17779166666666665,0.18883333333333333
141,bagged_trees,0.023166666666666665,0.20516666666666666
141,random_forest,0.023208333333333334,0.1965
142,adaboost,0.178,0.18883333333333333
142,bagged_trees,0.023166666666666665,0.20583333333333334
142,random_forest,0.023208333333333334,0.19633333333333333
143,adaboost,0.17779166666666665,0.18883333333333333
143,bagged_trees,0.023166666666666665,0.2055
143,random_forest,0.023208333333333334,0.19633333333333333
144,adaboost,0.17779166666666665,0.18883333333333333
144,bagged_trees,0.023166666666666665,0.20516666666666666
144,random_forest,0.023208333333333334,0.19616666666666666
145,adaboost,0.17783333333333334,0.18883333333333333
145,bagged_trees,0.023166666666666665,0.205
145,random_forest,0.023208333333333334,0.19733333333333333
146,adaboost,0.17779166666666665,0.18866666666666668
146,bagged_trees,0.023166666666666665,0.20516666666666666
146,random_forest,0.023208333333333334,0.1965
147,adaboost,0.17791666666666667,0.18883333333333333
147,bagged_trees,0.023166666666666665,0.205
147,random_forest,0.023208333333333334,0.19683333333333333
148,adaboost,0.17779166666666665,0.18866666666666668
148,bagged_trees,0.023166666666666665,0.205
148,random_forest,0.023208333333333334,0.19633333333333333
149,adaboost,0.17745833333333333,0.1885
149,bagged_trees,0.023166666666666665,0.20516666666666666
149,random_forest,0.023208333333333334,0.19666666666666666
150,adaboost,0.17791666666666667,0.1895
150,bagged_trees,0.023166666666666665,0.205
150,random_forest,0.023208333333333334,0.196
151,adaboost,0.17779166666666665,0.1895
151,bagged_trees,0.023166666666666665,0.205
151,random_forest,0.023208333333333334,0.1965
152,adaboost,0.17783333333333334,0.1895
152,bagged_trees,0.023166666666666665,0.20516666666666666
152,random_forest,0.023208333333333334,0.19616666666666666
153,adaboost,0.177625,0.18866666666666668
153,bagged_trees,0.023166666666666665,0.2055
153,random_forest,0.023208333333333334,0.19616666666666666
154,adaboost,0.17795833333333333,0.189
154,bagged_trees,0.023166666666666665,0.20633333333333334
154,random_forest,0.023208333333333334,0.19566666666666666
155,adaboost,0.17783333333333334,0.189
155,bagged_trees,0.023166666666666665,0.20583333333333334
155,random_forest,0.023208333333333334,0.196
156,adaboost,0.177875,0.18883333333333333
156,bagged_trees,0.023166666666666665,0.206
156,random_forest,0.023208333333333334,0.19583333333333333
157,adaboost,0.17783333333333334,0.189
157,bagged_trees,0.023166666666666665,0.2055
157,random_forest,0.023208333333333334,0.196
158,adaboost,0.177875,0.18883333333333333
158,bagged_trees,0.023166666666666665,0.20616666666666666
158,random_forest,0.023208333333333334,0.196
159,adaboost,0.17783333333333334,0.189
159,bagged_trees,0.023166666666666665,0.206
159,random_forest,0.023208333333333334,0.19616666666666666
160,adaboost,0.177875,0.18883333333333333
160,bagged_trees,0.023166666666666665,0.20633333333333334
160,random_forest,0.023208333333333334,0.196
161,adaboost,0.177625,0.189
161,bagged_trees,0.023166666666666665,0.20633333333333334
161,random_forest,0.023208333333333334,0.196
162,adaboost,0.177875,0.189
162,bagged_trees,0.023166666666666665,0.20583333333333334
162,random_forest,0.023208333333333334,0.19616666666666666
163,adaboost,0.177625,0.189
163,bagged_trees,0.023166666666666665,0.2055
163,random_forest,0.023208333333333334,0.1965
164,adaboost,0.17783333333333334,0.18883333333333333
164,bagged_trees,0.023166666666666665,0.20516666666666666
164,random_forest,0.023208333333333334,0.1965
165,adaboost,0.17795833333333333,0.18916666666666668
165,bagged_trees,0.023166666666666665,0.20566666666666666
165,random_forest,0.023208333333333334,0.1965
166,adaboost,0.17783333333333334,0.18966666666666668
166,bagged_trees,0.023166666666666665,0.206
166,random_forest,0.023208333333333334,0.1965
167,adaboost,0.17795833333333333,0.1895
167,bagged_trees,0.023166666666666665,0.20583333333333334
167,random_forest,0.023208333333333334,0.19633333333333333
168,adaboost,0.177875,0.18966666666666668
168,bagged_trees,0.023166666666666665,0.2055
168,random_forest,0.023208333333333334,0.19583333333333333
169,adaboost,0.177875,0.1895
169,bagged_trees,0.023166666666666665,0.20583333333333334
169,random_forest,0.023208333333333334,0.1965
170,adaboost,0.17783333333333334,0.18966666666666668
170,bagged_trees,0.023166666666666665,0.20616666666666666
170,random_forest,0.023208333333333334,0.19633333333333333
171,adaboost,0.177875,0.1895
171,bagged_trees,0.023166666666666665,0.206
171,random_forest,0.023208333333333334,0.19683333333333333
172,adaboost,0.17779166666666665,0.18966666666666668
172,bagged_trees,0.023166666666666665,0.20633333333333334
172,random_forest,0.023208333333333334,0.196
173,adaboost,0.17783333333333334,0.1895
173,bagged_trees,0.023166666666666665,0.206
173,random_forest,0.023208333333333334,0.19683333333333333
174,adaboost,0.17791666666666667,0.18966666666666668
174,bagged_trees,0.023166666666666665,0.20566666666666666
174,random_forest,0.023208333333333334,0.197
175,adaboost,0.17783333333333334,0.18966666666666668
175,bagged_trees,0.023166666666666665,0.20616666666666666
175,random_forest,0.023208333333333334,0.19766666666666666
176,adaboost,0.177875,0.18966666666666668
176,bagged_trees,0.023166666666666665,0.20566666666666666
176,random_forest,0.023208333333333334,0.19733333333333333
177,adaboost,0.17783333333333334,0.18966666666666668
177,bagged_trees,0.023166666666666665,0.206
177,random_forest,0.023208333333333334,0.19716666666666666
178,adaboost,0.177875,0.18966666666666668
178,bagged_trees,0.023166666666666665,0.206
178,random_forest,0.023208333333333334,0.19733333333333333
179,adaboost,0.17779166666666665,0.1895
179,bagged_trees,0.023166666666666665,0.2065
179,random_forest,0.023208333333333334,0.19716666666666666
180,adaboost,0.17779166666666665,0.18966666666666668
180,bagged_trees,0.023166666666666665,0.20583333333333334
180,random_forest,0.02325,0.197
181,adaboost,0.17783333333333334,0.1895
181,bagged_trees,0.023166666666666665,0.20583333333333334
181,random_forest,0.02325,0.197
182,adaboost,0.17779166666666665,0.18966666666666668
182,bagged_trees,0.023166666666666665,0.20616666666666666
182,random_forest,0.02325,0.19666666666666666
183,adaboost,0.17783333333333334,0.18966666666666668
183,bagged_trees,0.023166666666666665,0.20616666666666666
183,random_forest,0.02325,0.19716666666666666
184,adaboost,0.177875,0.18966666666666668
184,bagged_trees,0.023166666666666665,0.20583333333333334
184,random_forest,0.02325,0.197
185,adaboost,0.17779166666666665,0.18966666666666668
185,bagged_trees,0.023166666666666665,0.20566666666666666
185,random_forest,0.02325,0.197
186,adaboost,0.17775,0.18966666666666668
186,bagged_trees,0.023166666666666665,0.2055
186,random_forest,0.02325,0.1965
187,adaboost,0.17775,0.18966666666666668
187,bagged_trees,0.023166666666666665,0.206
187,random_forest,0.02325,0.19666666666666666
188,adaboost,0.17775,0.18966666666666668
188,bagged_trees,0.023166666666666665,0.20616666666666666
188,random_forest,0.02325,0.19666666666666666
189,adaboost,0.17779166666666665,0.18966666666666668
189,bagged_trees,0.023166666666666665,0.206
189,random_forest,0.02325,0.196
190,adaboost,0.17775,0.18966666666666668
190,bagged_trees,0.023166666666666665,0.20566666666666666
190,random_forest,0.02325,0.19583333333333333
191,adaboost,0.17770833333333333,0.18966666666666668
191,bagged_trees,0.023166666666666665,0.20566666666666666
191,random_forest,0.02325,0.19633333333333333
192,adaboost,0.17775,0.18966666666666668
192,bagged_trees,0.023166666666666665,0.20566666666666666
192,random_forest,0.02325,0.19616666666666666
193,adaboost,0.17779166666666665,0.18966666666666668
193,bagged_trees,0.023166666666666665,0.20583333333333334
193,random_forest,0.02325,0.19666666666666666
194,adaboost,0.17779166666666665,0.18966666666666668
194,bagged_trees,0.023166666666666665,0.20583333333333334
194,random_forest,0.02325,0.197
195,adaboost,0.17754166666666665,0.189
195,bagged_trees,0.023166666666666665,0.20533333333333334
195,random_forest,0.02325,0.1975
196,adaboost,0.17791666666666667,0.18916666666666668
196,bagged_trees,0.023166666666666665,0.20616666666666666
196,random_forest,0.02325,0.197
197,adaboost,0.17770833333333333,0.18933333333333333
197,bagged_trees,0.023166666666666665,0.2055
197,random_forest,0.02325,0.19733333333333333
198,adaboost,0.17791666666666667,0.18916666666666668
198,bagged_trees,0.023166666666666665,0.206
198,random_forest,0.02325,0.197
199,adaboost,0.17770833333333333,0.1895
199,bagged_trees,0.023166666666666665,0.20583333333333334
199,random_forest,0.02325,0.19783333333333333
200,adaboost,0.17770833333333333,0.18916666666666668
200,bagged_trees,0.023166666666666665,0.206
200,random_forest,0.02325,0.1975
201,adaboost,0.17766666666666667,0.18933333333333333
201,bagged_trees,0.023166666666666665,0.20516666666666666
201,random_forest,0.023208333333333334,0.19783333333333333
202,adaboost,0.17745833333333333,0.18933333333333333
202,bagged_trees,0.023166666666666665,0.20616666666666666
202,random_forest,0.023208333333333334,0.19733333333333333
203,adaboost,0.17783333333333334,0.18933333333333333
