model,n_iter,train_error,test_error
Batch Gradient Descent,346,256.19732173180176,265.25223326066094
Batch Gradient Descent,347,255.1109859548199,264.20176949797735
Batch Gradient Descent,348,254.03051438443234,263.15708046472105
Batch Gradient Descent,349,252.95587534987416,262.11813468824704
Batch Gradient Descent,350,251.88703735142514,261.08490086665375
Batch Gradient Descent,351,250.8239690594849,260.0573478678589
Batch Gradient Descent,352,249.76663931365508,259.0354447286799
Batch Gradient Descent,353,248.7150171218253,258.0191606539205
Batch Gradient Descent,354,247.66907165926398,257.0084650154604
Batch Gradient Descent,355,246.62877226771442,256.0033273513517
Batch Gradient Descent,356,245.59408845449633,255.00371736491897
Batch Gradient Descent,357,244.56498989161076,254.00960492386483
Batch Gradient Descent,358,243.54144641485138,253.02096005938006
Batch Gradient Descent,359,242.52342802291946,252.0377529652586
Batch Gradient Descent,360,241.510904876544,251.05995399701752
Batch Gradient Descent,361,240.5038472976074,250.08753367102122
Batch Gradient Descent,362,239.50222576827412,249.12046266361133
Batch Gradient Descent,363,238.50601093012563,248.15871181024
Batch Gradient Descent,364,237.51517358329946,247.2022521046091
Batch Gradient Descent,365,236.52968468563256,246.25105469781337
Batch Gradient Descent,366,235.54951535181,245.30509089748847
Batch Gradient Descent,367,234.57463685251753,244.36433216696346
Batch Gradient Descent,368,233.60502061359927,243.4287501244181
Batch Gradient Descent,369,232.64063821521984,242.49831654204436
Batch Gradient Descent,370,231.68146139103047,241.57300334521295
Batch Gradient Descent,371,230.7274620273408,240.65278261164391
Batch Gradient Descent,372,229.7786121622936,239.73762657058182
Batch Gradient Descent,373,228.83488398504537,238.82750760197564
Batch Gradient Descent,374,227.89624983495068,237.92239823566285
Batch Gradient Descent,375,226.96268220075052,237.02227115055786
Batch Gradient Descent,376,226.0341537197662,236.12709917384498
Batch Gradient Descent,377,225.11063717709638,235.2368552801759
Batch Gradient Descent,378,224.19210550481915,234.35151259087118
Batch Gradient Descent,379,223.27853178119835,233.4710443731261
Batch Gradient Descent,380,222.369889229894,232.5954240392213
Batch Gradient Descent,381,221.46615121917682,231.7246251457369
Batch Gradient Descent,382,220.5672912611476,230.8586213927716
Batch Gradient Descent,383,219.6732830109603,229.99738662316508
Batch Gradient Descent,384,218.78410026604917,229.14089482172628
Batch Gradient Descent,385,217.8997169653609,228.28912011446363
Batch Gradient Descent,386,217.02010718858983,227.4420367678213
Batch Gradient Descent,387,216.1452451554181,226.59961918791862
Batch Gradient Descent,388,215.2751052247594,225.76184191979385
Batch Gradient Descent,389,214.4096618940074,224.9286796466521
Batch Gradient Descent,390,213.54888979828743,224.1001071891173
Batch Gradient Descent,391,212.6927637097129,223.27609950448812
Batch Gradient Descent,392,211.84125853664543,222.456631685998
Batch Gradient Descent,393,210.99434932295898,221.64167896207906
Batch Gradient Descent,394,210.15201124730783,220.83121669563022
Batch Gradient Descent,395,209.31421962239904,220.02522038328914
Batch Gradient Descent,396,208.48094989426824,219.22366565470804
Batch Gradient Descent,397,207.65217764155938,218.4265282718334
Batch Gradient Descent,398,206.827878574809,217.6337841281898
Batch Gradient Descent,399,206.00802853573362,216.84540924816767
Batch Gradient Descent,400,205.19260349652112,216.06137978631415
Batch Gradient Descent,401,204.3815795591267,215.28167202662874
Batch Gradient Descent,402,203.57493295457132,214.50626238186248
Batch Gradient Descent,403,202.7726400422452,213.7351273928204
Batch Gradient Descent,404,201.97467730921426,212.9682437276685
Batch Gradient Descent,405,201.18102136953067,212.2055881812438
Batch Gradient Descent,406,200.39164896354697,211.44713767436883
Batch Gradient Descent,407,199.6065369572341,210.6928692531689
Batch Gradient Descent,408,198.82566234150286,209.94276008839418
Batch Gradient Descent,409,198.04900223152922,209.1967874747445
Batch Gradient Descent,410,197.2765338660829,208.4549288301982
Batch Gradient Descent,411,196.5082346068606,207.71716169534488
Batch Gradient Descent,412,195.74408193782102,206.98346373272076
Batch Gradient Descent,413,194.98405346452589,206.25381272614925
Batch Gradient Descent,414,194.22812691348187,205.52818658008334
Batch Gradient Descent,415,193.47628013148847,204.806563318953
Batch Gradient Descent,416,192.72849108498772,204.08892108651503
Batch Gradient Descent,417,191.9847378594182,203.37523814520705
Batch Gradient Descent,418,191.2449986585725,202.6654928755049
Batch Gradient Descent,419,190.50925180395802,201.95966377528322
Batch Gradient Descent,420,189.77747573416082,201.25772945917998
Batch Gradient Descent,421,189.0496490042139,200.55966865796373
Batch Gradient Descent,422,188.3257502849678,199.86546021790525
Batch Gradient Descent,423,187.6057583624657,199.17508310015145
Batch Gradient Descent,424,186.88965213732067,198.4885163801038
Batch Gradient Descent,425,186.17741062409715,197.80573924679925
Batch Gradient Descent,426,185.46901295069557,197.12673100229483
Batch Gradient Descent,427,184.76443835774046,196.45147106105583
Batch Gradient Descent,428,184.06366619797123,195.7799389493467
Batch Gradient Descent,429,183.36667593563712,195.11211430462572
Batch Gradient Descent,430,182.67344714589444,194.447976874943
Batch Gradient Descent,431,181.98395951420807,193.7875065183411
Batch Gradient Descent,432,181.29819283575551,193.13068320225977
Batch Gradient Descent,433,180.61612701483438,192.4774870029432
Batch Gradient Descent,434,179.93774206427327,191.82789810485076
Batch Gradient Descent,435,179.2630181048452,191.181896800071
Batch Gradient Descent,436,178.59193536468482,190.5394634877387
Batch Gradient Descent,437,177.924474178709,189.90057867345496
Batch Gradient Descent,438,177.2606149880394,189.26522296871102
Batch Gradient Descent,439,176.60033833942944,188.633377090314
Batch Gradient Descent,440,175.94362488469366,188.00502185981728
Batch Gradient Descent,441,175.2904553801401,187.3801382029525
Batch Gradient Descent,442,174.6408106860063,186.75870714906586
Batch Gradient Descent,443,173.99467176589792,186.14070983055637
Batch Gradient Descent,444,173.3520196862304,185.52612748231815
Batch Gradient Descent,445,172.7128356156735,184.9149414411851
Batch Gradient Descent,446,172.07710082459957,184.30713314537866
Batch Gradient Descent,447,171.44479668453388,183.70268413395866
Batch Gradient Descent,448,170.81590466760855,183.10157604627733
Batch Gradient Descent,449,170.190406346019,182.50379062143583
Batch Gradient Descent,450,169.5682833914836,181.909309697744
Batch Gradient Descent,451,168.94951757470633,181.3181152121831
Batch Gradient Descent,452,168.33409076484207,180.73018919987118
Batch Gradient Descent,453,167.72198492896493,180.14551379353153
Batch Gradient Descent,454,167.11318213153922,179.5640712229641
Batch Gradient Descent,455,166.50766453389386,178.98584381451954
Batch Gradient Descent,456,165.90541439369895,178.41081399057614
Batch Gradient Descent,457,165.30641406444533,177.8389642690198
Batch Gradient Descent,458,164.7106459949277,177.27027726272655
Batch Gradient Descent,459,164.11809272872915,176.70473567904813
Batch Gradient Descent,460,163.52873690370993,176.1423223193
Batch Gradient Descent,461,162.94256125149758,175.58302007825253
Batch Gradient Descent,462,162.35954859698117,175.02681194362455
Batch Gradient Descent,463,161.77968185780716,174.47368099558008
Batch Gradient Descent,464,161.20294404387872,173.9236104062272
Batch Gradient Descent,465,160.62931825685735,173.37658343912034
Batch Gradient Descent,466,160.05878768966744,172.83258344876464
Batch Gradient Descent,467,159.49133562600323,172.29159388012314
Batch Gradient Descent,468,158.9269454398387,171.7535982681271
Batch Gradient Descent,469,158.3656005949399,171.2185802371882
Batch Gradient Descent,470,157.8072846443802,170.6865235007142
Batch Gradient Descent,471,157.25198123005762,170.15741186062627
Batch Gradient Descent,472,156.6996740822156,169.63122920687988
Batch Gradient Descent,473,156.15034701896533,169.10795951698776
Batch Gradient Descent,474,155.60398394581188,168.58758685554548
Batch Gradient Descent,475,155.06056885518134,168.07009537375978
Batch Gradient Descent,476,154.52008582595215,167.55546930897904
Batch Gradient Descent,477,153.98251902298784,167.0436929842269
Batch Gradient Descent,478,153.4478526966728,166.53475080773802
Batch Gradient Descent,479,152.91607118245014,166.0286272724962
Batch Gradient Descent,480,152.38715890036264,165.52530695577536
Batch Gradient Descent,481,151.86110035459564,165.02477451868316
Batch Gradient Descent,482,151.33788013302274,164.527014705706
Batch Gradient Descent,483,150.8174829067537,164.0320123442582
Batch Gradient Descent,484,150.2998934296851,163.53975234423183
Batch Gradient Descent,485,149.78509653805298,163.05021969755052
Batch Gradient Descent,486,149.27307714998827,162.5633994777245
Batch Gradient Descent,487,148.76382026507457,162.0792768394088
Batch Gradient Descent,488,148.25731096390825,161.59783701796366
Batch Gradient Descent,489,147.75353440766068,161.11906532901682
Batch Gradient Descent,490,147.25247583764343,160.64294716802905
Batch Gradient Descent,491,146.75412057487523,160.16946800986133
Batch Gradient Descent,492,146.25845401965142,159.69861340834453
Batch Gradient Descent,493,145.76546165111606,159.23036899585193
Batch Gradient Descent,494,145.2751290268359,158.76472048287312
Batch Gradient Descent,495,144.78744178237693,158.301653657591
Batch Gradient Descent,496,144.30238563088307,157.84115438546075
Batch Gradient Descent,497,143.81994636265722,157.383208608791
Batch Gradient Descent,498,143.3401098447446,156.92780234632747
Batch Gradient Descent,499,142.86286202051812,156.47492169283868
Batch Gradient Descent,500,142.38818890926646,156.02455281870414
Batch Gradient Descent,501,141.91607660578373,155.57668196950445
Batch Gradient Descent,502,141.44651127996192,155.13129546561393
Batch Gradient Descent,503,140.9794791763852,154.68837970179504
Batch Gradient Descent,504,140.51496661392656,154.24792114679565
Batch Gradient Descent,505,140.05295998534677,153.80990634294778
Batch Gradient Descent,506,139.59344575689502,153.37432190576902
Batch Gradient Descent,507,139.13641046791216,152.94115452356567
Batch Gradient Descent,508,138.6818407304362,152.51039095703862
Batch Gradient Descent,509,138.22972322880918,152.0820180388908
Batch Gradient Descent,510,137.78004471928725,151.65602267343687
Batch Gradient Descent,511,137.33279202965176,151.23239183621536
Batch Gradient Descent,512,136.88795205882354,150.81111257360251
Batch Gradient Descent,513,136.44551177647804,150.39217200242857
Batch Gradient Descent,514,136.00545822266378,149.97555730959556
Batch Gradient Descent,515,135.567778507422,149.56125575169784
Batch Gradient Descent,516,135.1324598104086,149.14925465464432
Batch Gradient Descent,517,134.69948938051837,148.73954141328278
Batch Gradient Descent,518,134.268854535511,148.33210349102617
Batch Gradient Descent,519,133.84054266163906,147.926928419481
Batch Gradient Descent,520,133.414541213278,147.5240037980777
Batch Gradient Descent,521,132.99083771255877,147.12331729370345
Batch Gradient Descent,522,132.56941974900116,146.72485664033567
Batch Gradient Descent,523,132.1502749791503,146.3286096386793
Batch Gradient Descent,524,131.73339112621468,145.9345641558046
Batch Gradient Descent,525,131.31875597970594,145.54270812478745
Batch Gradient Descent,526,130.9063573950809,145.15302954435188
Batch Gradient Descent,527,130.49618329338531,144.7655164785139
Batch Gradient Descent,528,130.08822166089982,144.3801570562278
Batch Gradient Descent,529,129.6824605487874,143.996939471034
Batch Gradient Descent,530,129.27888807274317,143.6158519807093
Batch Gradient Descent,531,128.8774924126457,143.23688290691803
Batch Gradient Descent,532,128.47826181221055,142.86002063486652
Batch Gradient Descent,533,128.08118457864538,142.4852536129581
Batch Gradient Descent,534,127.68624908230701,142.11257035245077
Batch Gradient Descent,535,127.29344375636057,141.74195942711643
Batch Gradient Descent,536,126.90275709644007,141.37340947290184
Batch Gradient Descent,537,126.51417766031106,141.00690918759193
Batch Gradient Descent,538,126.12769406753532,140.64244733047425
Batch Gradient Descent,539,125.74329499913671,140.28001272200584
Batch Gradient Descent,540,125.3609691972697,139.9195942434812
Batch Gradient Descent,541,124.98070546488873,139.56118083670307
Batch Gradient Descent,542,124.60249266542021,139.2047615036539
Batch Gradient Descent,543,124.22631972243582,138.85032530616982
Batch Gradient Descent,544,123.85217561932768,138.49786136561627
Batch Gradient Descent,545,123.48004939898517,138.14735886256494
Batch Gradient Descent,546,123.10993016347385,137.79880703647316
Batch Gradient Descent,547,122.74180707371565,137.4521951853643
Batch Gradient Descent,548,122.37566934917113,137.10751266551063
Batch Gradient Descent,549,122.01150626752312,136.76474889111716
Batch Gradient Descent,550,121.64930716436263,136.42389333400786
Batch Gradient Descent,551,121.28906143287583,136.084935523313
Batch Gradient Descent,552,120.93075852353309,135.74786504515853
Batch Gradient Descent,553,120.57438794377951,135.41267154235732
Batch Gradient Descent,554,120.21993925772749,135.0793447141014
Batch Gradient Descent,555,119.86740208585032,134.74787431565653
Batch Gradient Descent,556,119.51676610467804,134.41825015805813
Batch Gradient Descent,557,119.1680210464947,134.09046210780897
Batch Gradient Descent,558,118.82115669903702,133.76450008657804
Batch Gradient Descent,559,118.47616290519518,133.44035407090215
Batch Gradient Descent,560,118.13302956271475,133.11801409188752
Batch Gradient Descent,561,117.79174662390058,132.79747023491473
Batch Gradient Descent,562,117.45230409532203,132.47871263934388
Batch Gradient Descent,563,117.11469203752009,132.16173149822222
Batch Gradient Descent,564,116.7789005647155,131.84651705799274
Batch Gradient Descent,565,116.44491984451936,131.53305961820487
Batch Gradient Descent,566,116.11274009764436,131.2213495312264
Batch Gradient Descent,567,115.78235159761822,130.91137720195704
Batch Gradient Descent,568,115.45374467049837,130.6031330875437
Batch Gradient Descent,569,115.12690969458832,130.29660769709707
Batch Gradient Descent,570,114.80183710015541,129.99179159140965
Batch Gradient Descent,571,114.47851736915014,129.6886753826759
Batch Gradient Descent,572,114.15694103492727,129.3872497342131
Batch Gradient Descent,573,113.83709868196793,129.08750536018434
Batch Gradient Descent,574,113.51898094560367,128.7894330253227
Batch Gradient Descent,575,113.20257851174172,128.49302354465704
Batch Gradient Descent,576,112.88788211659195,128.19826778323915
Batch Gradient Descent,577,112.57488254639519,127.9051566558726
Batch Gradient Descent,578,112.26357063715285,127.6136811268428
Batch Gradient Descent,579,111.95393727435854,127.32383220964871
Batch Gradient Descent,580,111.6459733927303,127.03560096673593
Batch Gradient Descent,581,111.33966997594524,126.74897850923118
Batch Gradient Descent,582,111.03501805637478,126.46395599667834
Batch Gradient Descent,583,110.7320087148218,126.18052463677591
Batch Gradient Descent,584,110.4306330802591,125.89867568511569
Batch Gradient Descent,585,110.13088232956919,125.61840044492308
Batch Gradient Descent,586,109.83274768728552,125.33969026679877
Batch Gradient Descent,587,109.53622042533524,125.06253654846172
Batch Gradient Descent,588,109.24129186278321,124.78693073449371
Batch Gradient Descent,589,108.94795336557723,124.51286431608497
Batch Gradient Descent,590,108.65619634629523,124.24032883078156
Batch Gradient Descent,591,108.36601226389301,123.9693158622338
Batch Gradient Descent,592,108.07739262345403,123.69981703994621
Batch Gradient Descent,593,107.79032897594027,123.43182403902888
Batch Gradient Descent,594,107.50481291794436,123.16532857995006
Batch Gradient Descent,595,107.22083609144315,122.90032242828997
Batch Gradient Descent,596,106.93839018355273,122.63679739449631
Batch Gradient Descent,597,106.65746692628454,122.37474533364076
Batch Gradient Descent,598,106.37805809630282,122.11415814517692
Batch Gradient Descent,599,106.10015551468366,121.85502777269956
Batch Gradient Descent,600,105.82375104667503,121.59734620370514
Batch Gradient Descent,601,105.54883660145823,121.3411054693538
Batch Gradient Descent,602,105.27540413191059,121.08629764423236
Batch Gradient Descent,603,105.00344563436943,120.83291484611858
Batch Gradient Descent,604,104.73295314839766,120.58094923574735
Batch Gradient Descent,605,104.46391875654992,120.330393016577
Batch Gradient Descent,606,104.19633458414053,120.08123843455806
Batch Gradient Descent,607,103.93019279901284,119.83347777790246
Batch Gradient Descent,608,103.66548561130912,119.5871033768543
Batch Gradient Descent,609,103.4022052732423,119.34210760346188
Batch Gradient Descent,610,103.14034407886878,119.0984828713507
Batch Gradient Descent,611,102.87989436386253,118.85622163549823
Batch Gradient Descent,612,102.62084850529004,118.61531639200912
Batch Gradient Descent,613,102.36319892138717,118.37575967789262
Batch Gradient Descent,614,102.10693807133643,118.13754407084005
Batch Gradient Descent,615,101.85205845504598,117.90066218900438
Batch Gradient Descent,616,101.5985526129299,117.66510669078082
Batch Gradient Descent,617,101.34641312568901,117.43087027458809
Batch Gradient Descent,618,101.09563261409367,117.1979456786517
Batch Gradient Descent,619,100.84620373876713,116.96632568078758
Batch Gradient Descent,620,100.59811919997044,116.73600309818747
Batch Gradient Descent,621,100.35137173738838,116.50697078720525
Batch Gradient Descent,622,100.10595412991637,116.27922164314437
Batch Gradient Descent,623,99.86185919544896,116.05274860004651
Batch Gradient Descent,624,99.61907979066889,115.82754463048144
Batch Gradient Descent,625,99.3776088108381,115.60360274533782
Batch Gradient Descent,626,99.13743918958866,115.38091599361555
Batch Gradient Descent,627,98.89856389871636,115.15947746221843
Batch Gradient Descent,628,98.6609759479739,114.93928027574918
Batch Gradient Descent,629,98.42466838486634,114.72031759630417
Batch Gradient Descent,630,98.189634294447,114.50258262327041
Batch Gradient Descent,631,97.9558667991147,114.286068593123
Batch Gradient Descent,632,97.72335905841221,114.07076877922387
Batch Gradient Descent,633,97.49210426882544,113.8566764916217
Batch Gradient Descent,634,97.26209566358408,113.64378507685262
Batch Gradient Descent,635,97.03332651246306,113.43208791774242
Batch Gradient Descent,636,96.80579012158523,113.22157843320937
Batch Gradient Descent,637,96.57947983322511,113.01225007806852
Batch Gradient Descent,638,96.35438902561334,112.8040963428368
Batch Gradient Descent,639,96.13051111274301,112.5971107535392
Batch Gradient Descent,640,95.90783954417617,112.39128687151624
Batch Gradient Descent,641,95.68636780485168,112.18661829323206
Batch Gradient Descent,642,95.46608941489437,111.9830986500839
Batch Gradient Descent,643,95.24699792942492,111.78072160821247
Batch Gradient Descent,644,95.0290869383708,111.57948086831342
Batch Gradient Descent,645,94.81235006627836,111.37937016544974
Batch Gradient Descent,646,94.59678097212586,111.18038326886513
Batch Gradient Descent,647,94.38237334913752,110.98251398179876
Batch Gradient Descent,648,94.16912092459845,110.78575614130034
Batch Gradient Descent,649,93.95701745967094,110.59010361804684
Batch Gradient Descent,650,93.74605674921115,110.39555031615998
Batch Gradient Descent,651,93.53623262158757,110.20209017302452
Batch Gradient Descent,652,93.32753893849966,110.00971715910778
Batch Gradient Descent,653,93.11996959479801,109.81842527778016
Batch Gradient Descent,654,92.91351851830528,109.6282085651363
Batch Gradient Descent,655,92.70817966963811,109.4390610898176
Batch Gradient Descent,656,92.50394704203006,109.25097695283553
Batch Gradient Descent,657,92.30081466115541,109.06395028739577
Batch Gradient Descent,658,92.09877658495384,108.87797525872364
Batch Gradient Descent,659,91.89782690345648,108.69304606388994
Batch Gradient Descent,660,91.69795973861225,108.50915693163856
Batch Gradient Descent,661,91.49916924411583,108.32630212221403
Batch Gradient Descent,662,91.30144960523583,108.1444759271908
Batch Gradient Descent,663,91.10479503864464,107.963672669303
Batch Gradient Descent,664,90.90919979224846,107.78388670227532
Batch Gradient Descent,665,90.7146581450189,107.6051124106548
Batch Gradient Descent,666,90.52116440682524,107.42734420964337
Batch Gradient Descent,667,90.3287129182672,107.2505765449315
Batch Gradient Descent,668,90.13729805050934,107.0748038925326
Batch Gradient Descent,669,89.94691420511587,106.90002075861845
Batch Gradient Descent,670,89.75755581388638,106.72622167935526
Batch Gradient Descent,671,89.5692173386927,106.55340122074116
Batch Gradient Descent,672,89.38189327131632,106.38155397844385
Batch Gradient Descent,673,89.19557813328703,106.21067457763962
Batch Gradient Descent,674,89.01026647572216,106.04075767285325
Batch Gradient Descent,675,88.82595287916683,105.8717979477985
Batch Gradient Descent,676,88.64263195343489,105.70379011521956
Batch Gradient Descent,677,88.46029833745104,105.5367289167336
Batch Gradient Descent,678,88.27894669909354,105.37060912267368
Batch Gradient Descent,679,88.09857173503777,105.20542553193329
Batch Gradient Descent,680,87.91916817060081,105.04117297181061
Batch Gradient Descent,681,87.74073075958665,104.87784629785484
Batch Gradient Descent,682,87.56325428413237,104.71544039371241
Batch Gradient Descent,683,87.38673355455528,104.55395017097455
Batch Gradient Descent,684,87.21116340920051,104.3933705690255
Batch Gradient Descent,685,87.03653871428968,104.23369655489152
Batch Gradient Descent,686,86.86285436377047,104.07492312309081
Batch Gradient Descent,687,86.69010527916677,103.91704529548417
Batch Gradient Descent,688,86.51828640942979,103.76005812112652
Batch Gradient Descent,689,86.34739273078988,103.60395667611913
Batch Gradient Descent,690,86.17741924660932,103.44873606346292
Batch Gradient Descent,691,86.00836098723566,103.29439141291206
Batch Gradient Descent,692,85.84021300985609,103.1409178808289
Batch Gradient Descent,693,85.67297039835238,102.98831065003932
Batch Gradient Descent,694,85.50662826315673,102.83656492968909
Batch Gradient Descent,695,85.34118174110861,102.68567595510066
Batch Gradient Descent,696,85.17662599531168,102.53563898763136
Batch Gradient Descent,697,85.0129562149924,102.38644931453163
Batch Gradient Descent,698,84.85016761535873,102.2381022488046
Batch Gradient Descent,699,84.68825543745977,102.09059312906597
Batch Gradient Descent,700,84.52721494804634,101.94391731940509
Batch Gradient Descent,701,84.36704143943204,101.7980702092465
Batch Gradient Descent,702,84.20773022935538,101.65304721321226
Batch Gradient Descent,703,84.04927666084215,101.50884377098511
Batch Gradient Descent,704,83.89167610206931,101.36545534717236
Batch Gradient Descent,705,83.73492394622865,101.22287743117028
Batch Gradient Descent,706,83.57901561139202,101.08110553702973
Batch Gradient Descent,707,83.42394654037697,100.94013520332203
Batch Gradient Descent,708,83.26971220061282,100.7999619930057
Batch Gradient Descent,709,83.11630808400811,100.66058149329419
Batch Gradient Descent,710,82.96372970681817,100.52198931552378
Batch Gradient Descent,711,82.8119726095136,100.3841810950228
Batch Gradient Descent,712,82.66103235664963,100.2471524909811
Batch Gradient Descent,713,82.51090453673599,100.1108991863205
Batch Gradient Descent,714,82.36158476210751,99.97541688756577
Batch Gradient Descent,715,82.21306866879549,99.84070132471648
Batch Gradient Descent,716,82.06535191639968,99.7067482511192
Batch Gradient Descent,717,81.918430187961,99.57355344334104
Batch Gradient Descent,718,81.77229918983508,99.4411127010431
Batch Gradient Descent,719,81.626954651566,99.30942184685519
Batch Gradient Descent,720,81.48239232576145,99.17847672625088
Batch Gradient Descent,721,81.33860798796802,99.0482732074236
Batch Gradient Descent,722,81.19559743654716,98.91880718116283
Batch Gradient Descent,723,81.05335649255223,98.79007456073157
Batch Gradient Descent,724,80.91188099960569,98.66207128174419
Batch Gradient Descent,725,80.7711668237774,98.53479330204476
Batch Gradient Descent,726,80.63120985346333,98.40823660158648
Batch Gradient Descent,727,80.49200599926495,98.2823971823114
Batch Gradient Descent,728,80.35355119386942,98.15727106803097
Batch Gradient Descent,729,80.21584139193008,98.03285430430708
Batch Gradient Descent,730,80.0788725699481,97.90914295833402
Batch Gradient Descent,731,79.94264072615425,97.78613311882069
Batch Gradient Descent,732,79.80714188039167,97.66382089587387
Batch Gradient Descent,733,79.67237207399913,97.54220242088184
Batch Gradient Descent,734,79.53832736969495,97.42127384639856
Batch Gradient Descent,735,79.40500385146149,97.30103134602892
Batch Gradient Descent,736,79.27239762443037,97.18147111431412
Batch Gradient Descent,737,79.14050481476812,97.0625893666178
Batch Gradient Descent,738,79.00932156956276,96.94438233901316
Batch Gradient Descent,739,78.87884405671072,96.82684628816995
Batch Gradient Descent,740,78.74906846480442,96.7099774912429
Batch Gradient Descent,741,78.61999100302057,96.59377224576019
Batch Gradient Descent,742,78.49160790100889,96.47822686951265
Batch Gradient Descent,743,78.36391540878179,96.3633377004438
Batch Gradient Descent,744,78.23690979660402,96.24910109653997
Batch Gradient Descent,745,78.11058735488365,96.1355134357218
Batch Gradient Descent,746,77.984944394063,96.02257111573532
Batch Gradient Descent,747,77.85997724451076,95.91027055404469
Batch Gradient Descent,748,77.73568225641404,95.7986081877246
Batch Gradient Descent,749,77.61205579967152,95.68758047335393
Batch Gradient Descent,750,77.48909426378698,95.57718388690948
Batch Gradient Descent,751,77.36679405776334,95.46741492366066
Batch Gradient Descent,752,77.24515160999752,95.35827009806455
Batch Gradient Descent,753,77.12416336817539,95.24974594366158
Batch Gradient Descent,754,77.00382579916807,95.14183901297173
Batch Gradient Descent,755,76.88413538892773,95.03454587739132
Batch Gradient Descent,756,76.76508864238505,94.92786312709048
Batch Gradient Descent,757,76.6466820833465,94.82178737091098
Batch Gradient Descent,758,76.5289122543924,94.71631523626469
Batch Gradient Descent,759,76.41177571677551,94.6114433690326
Batch Gradient Descent,760,76.29526905032019,94.50716843346441
Batch Gradient Descent,761,76.17938885332225,94.40348711207871
Batch Gradient Descent,762,76.064131742449,94.30039610556341
Batch Gradient Descent,763,75.94949435264016,94.19789213267731
Batch Gradient Descent,764,75.83547333700906,94.09597193015139
Batch Gradient Descent,765,75.7220653667445,93.99463225259129
Batch Gradient Descent,766,75.6092671310133,93.89386987238018
Batch Gradient Descent,767,75.49707533686303,93.7936815795819
Batch Gradient Descent,768,75.38548670912554,93.69406418184494
Batch Gradient Descent,769,75.27449799032078,93.59501450430666
Batch Gradient Descent,770,75.16410594056148,93.49652938949833
Batch Gradient Descent,771,75.05430733745787,93.39860569725033
Batch Gradient Descent,772,74.94509897602352,93.30124030459825
Batch Gradient Descent,773,74.83647766858098,93.20443010568921
Batch Gradient Descent,774,74.72844024466856,93.10817201168875
Batch Gradient Descent,775,74.62098355094732,93.01246295068835
Batch Gradient Descent,776,74.5141044511085,92.9172998676133
Batch Gradient Descent,777,74.40779982578155,92.82267972413109
Batch Gradient Descent,778,74.30206657244277,92.72859949856048
Batch Gradient Descent,779,74.19690160532419,92.6350561857808
Batch Gradient Descent,780,74.09230185532321,92.54204679714178
Batch Gradient Descent,781,73.98826426991245,92.44956836037423
Batch Gradient Descent,782,73.88478581305036,92.35761791950064
Batch Gradient Descent,783,73.78186346509209,92.26619253474672
Batch Gradient Descent,784,73.67949422270101,92.17528928245301
Batch Gradient Descent,785,73.57767509876054,92.08490525498763
Batch Gradient Descent,786,73.47640312228667,91.99503756065866
Batch Gradient Descent,787,73.37567533834078,91.9056833236276
Batch Gradient Descent,788,73.27548880794295,91.81683968382316
Batch Gradient Descent,789,73.1758406079858,91.7285037968554
Batch Gradient Descent,790,73.07672783114883,91.64067283393035
Batch Gradient Descent,791,72.97814758581296,91.55334398176522
Batch Gradient Descent,792,72.88009699597596,91.46651444250405
Batch Gradient Descent,793,72.78257320116806,91.38018143363364
Batch Gradient Descent,794,72.68557335636791,91.29434218790017
Batch Gradient Descent,795,72.5890946319194,91.20899395322608
Batch Gradient Descent,796,72.49313421344833,91.12413399262758
Batch Gradient Descent,797,72.3976893017803,91.03975958413237
Batch Gradient Descent,798,72.30275711285829,90.9558680206981
Batch Gradient Descent,799,72.2083348776611,90.87245661013105
Batch Gradient Descent,800,72.11441984212226,90.78952267500526
Batch Gradient Descent,801,72.02100926704912,90.7070635525823
Batch Gradient Descent,802,71.9281004280426,90.62507659473114
Batch Gradient Descent,803,71.83569061541726,90.54355916784888
Batch Gradient Descent,804,71.74377713412193,90.46250865278157
Batch Gradient Descent,805,71.6523573036604,90.38192244474538
Batch Gradient Descent,806,71.56142845801321,90.30179795324868
Batch Gradient Descent,807,71.47098794555917,90.22213260201418
Batch Gradient Descent,808,71.38103312899773,90.14292382890144
Batch Gradient Descent,809,71.29156138527154,90.0641690858299
Batch Gradient Descent,810,71.20257010548963,89.98586583870261
Batch Gradient Descent,811,71.1140566948509,89.90801156732978
Batch Gradient Descent,812,71.02601857256789,89.83060376535326
Batch Gradient Descent,813,70.93845317179128,89.75363994017127
Batch Gradient Descent,814,70.85135793953447,89.6771176128634
Batch Gradient Descent,815,70.76473033659879,89.60103431811615
Batch Gradient Descent,816,70.678567837499,89.5253876041489
Batch Gradient Descent,817,70.59286793038927,89.45017503264029
Batch Gradient Descent,818,70.50762811698944,89.37539417865474
Batch Gradient Descent,819,70.42284591251186,89.30104263056984
Batch Gradient Descent,820,70.33851884558837,89.22711799000353
Batch Gradient Descent,821,70.25464445819802,89.15361787174238
Batch Gradient Descent,822,70.17122030559486,89.08053990366965
Batch Gradient Descent,823,70.08824395623625,89.00788172669404
Batch Gradient Descent,824,70.0057129917116,88.9356409946787
Batch Gradient Descent,825,69.92362500667141,88.86381537437092
Batch Gradient Descent,826,69.84197760875674,88.79240254533164
Batch Gradient Descent,827,69.76076841852907,88.72140019986595
Batch Gradient Descent,828,69.67999506940045,88.65080604295353
